lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2144_translation,version_2145_translation,english_translation
ὄχλος,420,unigram,masculine,accusative,singular,халыҡ,2.02020254254942,,халыҡ,crowd
ὄχλος,483,unigram,masculine,nominative,plural,халыҡ,2.4780559807175333,,халыҡ,crowd
ὄχλος,614,unigram,masculine,nominative,singular,халыҡ,2.001407950932795,,халыҡ,crowd
θυγάτηρ,640,unigram,feminine,nominative,singular,ҡыҙы,2.423505355475514,,ҡыҙы,daughter
ἡμέρα,468,unigram,feminine,accusative,plural,көндән,1.2514088019333998,,көндән,day
ἡμέρα,474,unigram,feminine,accusative,singular,һайын,1.018628233495125,,һайын,day
ἡμέρα,417,unigram,feminine,nominative,plural,көн,1.383284543166924,,көн,day
ἡμέρα,464,unigram,feminine,nominative,singular,йома,1.061372929140819,,йома,day
δαιμόνιον,436,unigram,neuter,accusative,plural,ҡыуып,1.0021616640144742,,ҡыуып,demon
δαιμόνιον,652,unigram,neuter,accusative,singular,ен,1.9796548019501792,,ен,demon
δαιμόνιον,554,unigram,neuter,nominative,plural,ендәр,1.0352416135072142,,ендәр,demon
δαιμόνιον,538,unigram,neuter,nominative,singular,Ен,1.188229447982935,,Ен,demon
δηνάριον,634,unigram,neuter,accusative,plural,динар,2.130287431857582,,динар,denarius (about a day's wages)
δηνάριον,531,unigram,neuter,accusative,singular,динар,1.8976905743628147,,динар,denarius (about a day's wages)
μαθητής,542,unigram,masculine,accusative,plural,шәкерттәренә,1.6046831302682303,,шәкерттәренә,disciple
μαθητής,657,unigram,masculine,accusative,singular,яратҡан,1.4365471813594703,,яратҡан,disciple
